PLAZA MARCELA -SM,,,,,,
INVENTORY VALUATION REPORT,,,,,,
"AS OF NOVEMBER 5, 2021",,,,,,
INCODE,VARIANT,DESC,UNIT,QUANTITY,COST W/O VAT,AMOUNT W/O VAT
120292,,EQUAL CLASSIC SWEETENER STICK 12x100s,BOX,28,201.75967,"5,649.27"
120302,,ULKER KATKAT TAT VANILLA 6/24/34G,PCS,-1,7.73,-7.73
120304,,NIVEA SUN PROTECT n MSTURE LOT SPF50 12x125ML,PCS,-9,322.16964,"-2,899.53"
120312,,MEGA SARDINES TS GREEN 155G,CAN,"2,467.00",14.69643,"36,256.09"
120313,,MEGA SARDINES TS RED 100/155G,CAN,"1,862.00",14.90179,"27,747.13"
120317,,TANG MANGO FLAVOR 24x175G/125G,PACK,11,67.78017,745.58187
120320,,YJ 14 COINPURSE GUESS,PCS,4,11.53292,46.13168
120325,,YJ 30 COINPURSE 12s,PCS,27,13.095,353.565
120326,,TREE TOP APPLE JUICE 24/340ML/320ML,CAN,37,28.06659,"1,038.46"
120327,,GN 49 COINPURSE 12s,PCS,13,5.58067,72.54871
120329,,SMUCKERS GOOBER STRAWBERRY STRIPE 12/12oz,JAR,8,157.97321,"1,263.79"
120338,,CHOCO MARBLE 6x300s,JAR,1,158.92857,158.92857
120340,,CERES OIL OF WINTERGREEN 72x55ML,PCS,18,20.78571,374.14278
120343,,SNOWTIME ICE POPS REGULAR ASSTD 80/70ML,PCS,395,2.16071,853.48045
120352,,IPI OIL OF WINTERGREEN 144/50ML,BOT,182,24.81027,"4,515.47"
120355,,EVEREADY BAT SHD AAA BLACK 1212SW2 500/2s,PACK,964,34.08929,"32,862.08"
120374,,FIESTA SPAGHETTI 24x400G,PACK,261,26.69345,"6,966.99"
120377,,NEWLIFE ELBOW MACARONI PLAIN 5KG,500G,-27,18.30357,-494.19639
120378,,NEWLIFE SHELL MACARONI MED 5KG,500G,61,18.30357,"1,116.52"
120385,,UFC BANANA CATSUP REGULAR 12/1L,BOT,296,44.83482,"13,271.11"
120389,,GIFT TAG 12/100s,PCS,853,0.07588,64.72564
120401,,ZAINE SKIN WHITENING LOTION 100ML,PCS,4,62.5,250
120402,,ZAINE SKIN FEMININE WASH GUAVA 100ML,PCS,4,40.18,160.72
120427,,TABACALERA FLOR FINA CHOCOLATE 25s,PCS,25,13.5268,338.17
120440,,YJ 1 COINPURSE BIG 12s,PCS,11,13.09583,144.05413
120448,,ADIDAS SHOWER GEL 3n1 4HIM ICE DIVE 250ML,BOT,10,115.94568,"1,159.46"
120456,,PALMOLIVE NAT SHP ANTI DNDRF TRI 432x15ML,PCS,"2,060.00",3.67161,"7,563.52"
120459,,PALMOLIVE NAT SHP AR VITALITY TRI 432x15ML,PCS,"14,332.00",3.67161,"52,621.51"
120461,,GLIDE IRONING AID POWDER SPRAY 24/500ML,BOT,30,55.29,"1,658.70"
120462,,GREAT LOVE COTTON BUDS CANNISTER 200T,CANN,198,24.41964,"4,835.09"
120477,,OLD TOWN TW RIBBON NYLON BLACK 12s,PCS,3,22.05333,66.15999
120479,,HBW BALLPEN 2000 BLACK 12s,PCS,"1,537.00",3.1875,"4,899.19"
120480,,FASTER BALLPEN CX606 RED,PCS,-,12.27263889,-
120485,,PILOT BLPN REF RFJS GP F/RFNS GG F RED SHORT,PCS,130,9,"1,170.00"
120486,,PILOT BALLPEN REF RFJS GP F/RFNS GG F BLUE SHRT,PCS,97,9,873
120487,,PILOT ROLLER PEN BL G1 5T BLACK,PCS,-,24.99983333,-
120511,,SAPPORO LONGKOW VERMICELLI 500G,PACK,60,94.49405,"5,669.64"
120513,,SAPPORO LONGKOW VERMICELLI 1KL,PACK,44,179.6875,"7,906.25"
120535,,NECO ORANGE FOOD COLOR 72/125G,BOT,-1,27.80361,-27.80361
120536,,DEL FABRIC SOFTENER BLUE 12/240ML,PACK,42,25.06399,"1,052.69"
120537,,PALMOLIVE NAT SHP VIBRANT COLOR TRI 432x15ML,PCS,"3,647.00",3.67161,"13,390.36"
120538,,PALMOLIVE SHP FASHION GIRL PINK TRI 432x15ML,PCS,"1,732.00",3.67161,"6,359.23"
120539,,I AND J BUTTERNUT COOKIES 135G,PACK,5,35.71429,178.57145
120549,,MIMIFLO SILICONE NIPPLE CROSS CUT,PCS,17,21.72321,369.29457
120550,,MIMIFLO ISOPRENE NIPPLE CROSS CUT,PCS,161,13.91972,"2,241.07"
120551,,MIMIFLO ISOPRENE NIPPLE PINHOLE SMALL,PCS,156,13.91959,"2,171.46"
120553,,MIMIFLO ISOPRENE NIPPLE PINHOLE LARGE,PCS,18,13.91965,250.5537
120554,,MIMIFLO SILICONE NIPPLE PINHOLE SMALL,PCS,52,13.5,702
120555,,MIMIFLO SILICONE NIPPLE PINHOLE MEDIUM,PCS,31,13.5,418.5
120562,,LH 29 POUCH BAG/COINPURSE 12s,PCS,8,9.67222,77.37776
120563,,9309 REVOLVING HANGER AGUA GREEN SET 4s,PCS,4,11.86604,47.46416
120565,,DURA BRITE NYLON SCRUBBER 80X100MM SML,PCS,2,5.69625,11.3925
120568,,DURA BRITE SCRUBBING SPONGE MP 80X100MM,PCS,1,16.66071,16.66071
120570,,DURA BRITE BATHROOM USE 80X100MM,PCS,4,16.66076,66.64304
120571,,DURA BRITE SCRUBBING SPONGE MP 100X150MM,PCS,50,28.26778,"1,413.39"
120578,,GREENEX AP CLEANER LEMON LIME 500ML,BOT,7,48.50744,339.55208
120579,,TANDUAY 65 24/375ML,BOT,51,18.78571,958.07121
120580,,TANDUAY 65 12/750ML,BOT,12,37.57143,450.85716
120582,,TANDUAY PRIMIERO 8YRS 12/700ML,BOT,-2,55.28667,-110.57334
120586,,ML 38 KIDS BODY BAG 12s,PCS,15,6.69667,100.45005
120588,,GN 6 KIDS BODY BAG 12s,PCS,3,5.58077,16.74231
120605,,SAGO WHITE BIG 45KG,250G,-420,18.84917,"-7,916.65"
120608,,MSB DUST BROOMS,PCS,24,14.73214,353.57136
120609,,MSB BROOMS COLORED BAGA,PCS,25,25.22321,630.58025
120611,,YF9203 GARTER PONY 12s,PCS,2,5.655,11.31
120621,,WHISKAS DRY OCEAN FISH NEW 15/480G,BOX,29,99.41071,"2,882.91"
120630,,NEON STICKER LONG GREEN,PCS,-,8.36364,-
120634,,NEON PAPER GREEN LONG,PCS,-,3.88,-
120636,,NEON PAPER RED SHORT,PCS,-,2.86333,-
120648,,WRAPPER COATED ALL OCCASION,PCS,498,2.32143,"1,156.07"
120658,,NICEFOODS ITLOG NG BUTIKI MILK 10/10/24s,PACK,-1,18.41429,-18.41429
120664,,LISTERINE FRESHBURST 500ML,BOT,17,154.15625,"2,620.66"
120671,,ROYAL TAWAS JAR 180/40G,PCS,-16,5.04461,-80.71376
120674,,SWAN SARDINES GREEN 100/155G,CAN,"8,684.00",14.08929,"122,351.39"
120701,,PHILIPPINE BRAND PINEAPPLE JAM 24/300G,BOT,1,83.036,83.036
120709,,PROFOOD PINEAPPLE DRINK CONC 20/1L,BOT,22,36.575,804.65
120711,,PHILIPPINE MANGO NECTAR EOC 24/250ML,CAN,11,25.44625,279.90875
120714,,PARADISE MANGO NECTAR 202 24/250ML,CAN,32,25.44667,814.29344
120725,,GRACE DRIED MANGO CHIPS 100/100G,PACK,48,26.47321,"1,270.71"
120727,,GRACE DRIED MANGO SLICE 100/100G,PACK,7,41.74107,292.18749
120729,,PHILIPPINE DRIED MANGO BALLS 60/100G,PACK,7,41.96433,293.75031
120735,,SUPER MOM STRING BAG,PCS,23,71.4284,"1,642.85"
120745,,MSB FEATHER DUSTER SMALL,PCS,10,22.32167,223.2167
120750,,OISHI KIRIE YUMMY FLAKES 50/45G,PCS,1,9.17411,9.17411
120751,,04 HAPPY STRAINER 15cm,PCS,7,30.8125,215.6875
120765,,NEDERBURG CAB SAUVIGNON SHIRAZ 12/750ML,BOT,12,258.92833,"3,107.14"
120772,,9955A SUNNY ICE CREAM CUP,PCS,11,11.04464,121.49104
120802,,SENORITA OLIVE OIL REGULAR 12/500ML,BOT,11,228.94717,"2,518.42"
120813,,KIIA SPRINGFORM PAN SET/PIZZA PAN 3s,SET,2,312.50333,625.00666
120814,,GREEN CROSS ALCOHOL 70P 24/75ML,BOT,6,12.95,77.7
120815,,LEWIS AND PEARL COLOGNE ICE WATER 36/50ML,PCS,28,21.82912,611.21536
120816,,PALMOLIVE NAT SHP ANTI HAIR FALL TRI 432x15ML,PCS,"1,879.00",3.67161,"6,898.96"
120843,,601 HERCULES SPOON HOLDER W BASE SMALL,PCS,9,45.5625,410.0625
120850,,LASAP VETSIN 50/20/5.9G,PACK,103,18.88893,"1,945.56"
120851,,LASAP VETSIN 50/40/2.9G,PACK,389,19.53143,"7,597.73"
120852,,LASAP VETSIN 25G,PCS,"2,404.00",3.27958,"7,884.11"
120854,,LASAP VETSIN 100/100G,PCS,"1,471.80",12.23402,"18,006.03"
120855,,LASAP VETSIN 40/250G,PCS,640,29.60223,"18,945.43"
120856,,LASAP VETSIN 20/500G,PACK,233,53.35179,"12,430.97"
120857,,LASAP VETSIN 10/1KL,PACK,108,104.06964,"11,239.52"
120858,,LASAP IODIZED SALT 200/100G,PCS,200,2.50045,500.09
120859,,LASAP IODIZED SALT 80/250G,PCS,80,5.13147,410.5176
120860,,LASAP IODIZED SALT 40/500G,PCS,39,9.11786,355.59654
120861,,LASAP IODIZED SALT 20/1KL,PCS,19,17.63125,334.99375
120862,,VISTA PURE CORNSTARCH 100/100G,BOX,72,7.87,566.64
120863,,VISTA PURE CORNSTARCH 50/200G,BOX,90,12.94089,"1,164.68"
120864,,VISTA PURE CORNSTARCH 25/400G,BOX,53,25.1375,"1,332.29"
120867,,LASAP MENUDO MIX 30G,PCS,20,15.71615,314.323
120869,,LASAP KARE KARE MIX 75G,PCS,21,17.51,367.71
120870,,LASAP ADOBO MIX 35G,PCS,48,14.22731,682.91088
120871,,LASAP SINIGANG MIX 20G,PCS,143,4.81625,688.72375
120873,,LASAP PALABOK MIX 60G,PCS,21,17.20461,361.29681
120874,,LASAP BREADING MIX CRISPY 65G,PCS,3,10.00335,30.01005
120876,,LASAP BBQ MARINADE MIX 50G,PCS,1,17.87909,17.87909
120877,,LASAP SINIGANG TAMARIND MIX 40G,PCS,33,11.69531,385.94523
120878,,LASAP BREADING MIX HOT SPICY 65G,PCS,78,10.23847,798.60066
120879,,LASAP TOCINO MIX 75G,PCS,54,15.24516,823.23864
120880,,LASAP BREADING MIX GARLIC 65G,PCS,32,10.23847,327.63104
120902,,POOH MELON JELLY 20/20s,PACK,-1,14.24107,-14.24107
120977,,POOH GRAPES CANDY 50/12s,PACK,1,5.69643,5.69643
120978,,POOH STRAWBERRY CANDY 50/12s,PACK,27,5.69643,153.80361
120979,,POOH LEMON CANDY 50/12s,PACK,5,5.69643,28.48215
120982,,POOH COLA CANDY 50/12s,PACK,32,5.69643,182.28576
120983,,POOH CHOCOLATE CANDY 50/12s,PACK,23,5.69643,131.01789
120986,,POOH ROOTBEER CANDY 50/12s,PACK,37,5.69643,210.76791
120987,,POOH ORANGE CANDY 50/12s,PACK,32,5.69643,182.28576
120988,,POOH LYCHEE CANDY 50/12s,PACK,58,5.69643,330.39294
120991,,POWER RANGERS PINEAPPLE CANDY 50/12s,PACK,1,5.69643,5.69643
120992,,POWER RANGERS PEACH CANDY 50/12s,PACK,19,5.69643,108.23217
120993,,POWER RANGERS APPLE CANDY 50/12s,PACK,15,5.69643,85.44645
120994,,POWER RANGERS STRAWBERRY CANDY 50/12s,PACK,43,5.69643,244.94649
120995,,POWER RANGERS MILKY CANDY 50/12s,PACK,-1,5.69643,-5.69643
120996,,POWER RANGERS CHOCOLATE 50/12s,PACK,7,5.69643,39.87501
120997,,POWER RANGERS COLA CANDY 50/12s,PACK,50,5.6964,284.82
121002,,TAY SENG RICE ROLL 100G,PACK,4,35.875,143.5
121010,,ABSOLUT VANILIA 12/750ML,BOT,2,441.96429,883.92858
121013,,TOOTSIE ROLL CHOCOLATE 10 CENT 14G,PCS,1,7.53189,7.53189
121074,,CHERUBIN BALLOON 100s VARIANT,PCS,-,5.401783333,-
121076,,BALLOON STICK 12inches WITH CAP,PAIR,22,0.98214,21.60708
121083,,ZAINE SKIN FEMININE WAS BENGKOANG 100ML,PCS,3,40.1775,120.5325
121146,,UK OFFICE TICKET PUNCH TP 417,PCS,-1,19.86607,-19.86607
121157,,HORSE WOODEN RULER W/PAINT No2002 12inch,PCS,22,2.1,46.2
121158,,WOODEN RULER 30CM 12inches No2002,PCS,257,2.23214,573.65998
121167,,VK631S SCHL.SUPPLIES SET,SET,-1,14.25,-14.25
121199,,YF8967 HAIR NET 12s,PCS,1,2.83,2.83
121202,,MASTER FC ACTIVE WHITENING 144x70ML,PCS,118,31.40327,"3,705.59"
121204,,MASTER FC ACTIVE WHITENING 72x225ML,PCS,46,71.02736,"3,267.26"
121206,,DONG A MY GEL 0.5 RED REFILL,PCS,67,9.64286,646.07162
121207,,CLASSIC ROYALE MUR ACID PURE 4/1GAL,GAL,6,93,558
121216,,FEMME BATHROOM TISSUE 2PLY 300sht 96/1r,PCS,140,6.03348,844.6872
121217,,FEMME BATHROOM TISSUE 2PLY 300sht 24/4r,PACK,30,23.76953,713.0859
121218,,FEMME BATHROOM TISSUE 2PLY 300sht 12/9r,PACK,11,53.00372,583.04092
121219,,FEMME BATHROOM TISSUE 2PLY 300sht 8/12r,PACK,1,70.125,70.125
121245,,K524 BODY BAG 12s,PCS,-11,32.44,-356.84
121248,,JACK n JILL MILKY KNOTS 100/28G,PCS,265,4.77679,"1,265.85"
121252,,PAYLESS PANCIT CANTON KALAMANSI 48/130G,PCS,541,12.75502,"6,900.47"
121253,,PAYLESS PANCIT CANTON CHILIMANSI 48/130G,PCS,599,12.75502,"7,640.26"
121266,,NAN YUAN BREAD CRUMBS 80G,PACK,180,9.625,"1,732.50"
121269,,BOYLEN LUNCH BOX LB 1 100s,PCS,380,3.11161,"1,182.41"
121272,,BOYLEN HAMBURGER BOX 100s,PCS,10,1.56254,15.6254
121276,,900 FLOOR POLISHING PAD 144s,PCS,3,49.41071,148.23213
121287,,CELL 3X16 WHITE HORSE BRAND,PACK,-1,16.25,-16.25
121288,,CELL 3X5 01 EXCELLENT BRAND,PACK,17,6.39643,108.73931
121289,,CELL 2X3  01 EXCELLENT BRAND,PACK,509,3.16929,"1,613.17"
121290,,CELL 2X4 01 EXCELLENT BRAND,PACK,126,4.1843,527.2218
121291,,CELL 2X5 01 EXCELLENT BRAND,PACK,489,5.19929,"2,542.45"
121292,,CELL 2 1/2X10 TORINO BRAND,PACK,314,6.5518,"2,057.27"
121293,,CELL 1 3/4X10 TORINO BRAND,PACK,"1,630.00",5.68929,"9,273.54"
121300,,PAPA BANANA CATSUP REGULAR 12x1L/1KG,BOT,188,42.81399,"8,049.03"
121306,,GOOD LIFE INSTANT EGG NOODLE 30/400G,PACK,31,28.96427,897.89237
121307,,RAUCH HAPPY DAY 100P ORANGE 12/1L,BOX,13,66.5506,865.1578
121308,,RAUCH NATIVA GREEN TEA LEMON 12/1L,BOX,14,65.76265,920.6771
121309,,BIMOLI COOKING OIL 48/250ML,BOT,27,21.00893,567.24111
121310,,BIMOLI COOKING OIL 24/620ML,BOT,2,44.44196,88.88392
121311,,BIMOLI COOKING OIL 12/1L,BOT,17,72.52158,"1,232.87"
121314,,MONA CANOLA OIL 12/1L,BOT,2,91.18676,182.37352
121315,,MONA CORN OIL 12/1L,BOT,18,110.29688,"1,985.34"
121316,,MONA CORN OIL 2L,BOT,6,218.7753,"1,312.65"
121322,,SILKA PAPAYA WHITENING LOTION 288/10ML,PCS,"1,300.00",4.20117,"5,461.52"
121339,,UNI PAK TOMATO PASTE 100/155G,CAN,52,15.4646,804.1592
121340,,UNI PAK SALTED BLACK BEANS 100/155G,CAN,136,13.63545,"1,854.42"
121341,,SENORITA TOMATO PASTE 48/155G,CAN,44,15.21391,669.41204
121373,,FIBISCO CHOCOLATE CHIP COOKIES 80G,PACK,65,17.41071,"1,131.70"
121375,,GREENEX AP CLEANER LEMON LIME 250ML,BOT,81,24.65675,"1,997.20"
121376,,COLGATE PLAX FRESHMINT 12x500ML+250ML,PACK,4,28.54464,114.17856
121377,,MAMAS LOVE COTTON BALLS 72/100s,PACK,249,21.95815,"5,467.58"
121378,,NATURES SPRING MINERAL WATER 350ML,BOT,"3,040.00",7.14286,"21,714.29"
121395,,FORTUNE BROWN ENV 150LBS LONG 500s,PCS,-9,1.21429,-10.92861
121411,,ML 2 COINPURSE 12s,PCS,2,7.06833,14.13666
121420,,B9930 7 CAKE SHAPE MOULD,PCS,3,53.57333,160.71999
121427,,BONDPAPER LONG 25s,PACK,-1,7.14286,-7.14286
121432,,JOY BT EXTRA 2PLY 96/1R 25450,PCS,156,11.16071,"1,741.07"
121433,,SILVER SWAN SUKANG PUTI 240/20ML,PCS,"1,758.00",0.9827,"1,727.59"
121434,,SILVER SWAN SOY SAUCE 240/20ML,PCS,"2,925.00",1.27679,"3,734.61"
121438,,CAMEL SUKANG PUTI 48/200ML,PACK,339,5.09394,"1,726.85"
121439,,CELL 2 1/2X10 HK PLASTIC KING,PACK,623,6.42113,"4,000.36"
121445,,JOLLY MUSHROOM PIECES AND STEMS 24/400G,CAN,93,34.65365,"3,222.79"
121446,,LE MINERALE 4x5+1/600ML,PACK,5,27.76786,138.8393
121451,,CAL CHEESE WAFER 60x35G,PACK,660,4.46607,"2,947.61"
121453,,GOOD LIFE OYSTER SAUCE 12/210ML,BOT,15,62.72098,940.8147
121454,,GOOD LIFE OYSTER SAUCE 12/420ML,BOT,1,84.56667,84.56667
121457,,JOLLY WATER CHESTNUT PEELED 24/560G,CAN,19,56.66625,"1,076.66"
121459,,GROWERS TOASTED CASHEW 24x80G,PACK,30,71.65179,"2,149.55"
121471,,806 W FROST CANISTER W/SCOOP SMALL,PCS,1,14.05333,14.05333
121484,,LIWANAG ESPERMA CANDLE WHITE NO 14X4 100s,PACK,111,17.5,"1,942.50"
121485,,LIWANAG ESPERMA CANDLE WHITE NO 10X4 100s,PCS,13,12.32143,160.17859
121486,,LIWANAG ESPERMA CANDLE YELLOW NO 10X4 100s,PACK,-9,12.09821,-108.88389
121495,,LIWANAG CANDLE FILLER YELLOW 5D 24s,PCS,-1,70.98214,-70.98214
121496,,LIWANAG CANDLE YELLOW No150 45s,PCS,16,23.03571,368.57136
121497,,LIWANAG CANDLE YELLOW No149 40s,PCS,12,27.05357,324.64284
121510,,631 SUNNYWARE CANNESTER,PCS,-2,15.46429,-30.92858
121523,,TRES CEPAS VS SOLERA 12x1L,BOT,20,263.39286,"5,267.86"
121524,,HARDYS NOTTAGE HILL CAB SHIRAZ 750ML,BOT,5,303.57222,"1,517.86"
121526,,KAHLUA LICOR DELICIOSO 12/70CL/750ML,BOT,10,615.84821,"6,158.48"
121533,,SCHWEPPES TONIC WATER 24x325ML,CAN,86,25.05357,"2,154.61"
121534,,SCHWEPPES SODA WATER 24x325ML,CAN,146,25.05458,"3,657.97"
121535,,YF9166 CLAMPS 12s,PCS,-57,2.38393,-135.88401
121544,,CELL 1 1/4X10 TORINO BRAND,PACK,"1,021.00",4.23929,"4,328.32"
121554,,OISHI FISH CRACKERS 100/26G,PCS,"2,649.00",4.08036,"10,808.87"
121556,,LOVE TALK CANDIES ASSTD 60/50s,PACK,72,26.74107,"1,925.36"
121580,,HALO HALO STICKS ASSTD 30/20s,PACK,-2,14.44643,-28.89286
121583,,CHIPS DELIGHT STRIPES 48/70G,PACK,27,19.02995,513.80865
121584,,CHIPS DELIGHT PEANUT CARAMEL 24/160G,PACK,44,32.28497,"1,420.54"
121590,,CLASSIC FESTIVAL MUR ACID MLD PURE 6/1/2GAL,½GAL,8,56.91964,455.35712
121594,,ALBATROSS REFILL APPLE 192/100G,PCS,65,32.91046,"2,139.18"
121596,,CLEENE FACIAL TISSUE TRAVEL BLUE 100/75pulls,PACK,85,31.25,"2,656.25"
121602,,CHEFS CHOICE BIHON WHITE 250G,PACK,8,12.25938,98.07504
121603,,CHEFS CHOICE BIHON WHITE 12/1KL,PACK,2,45.48066,90.96132
121604,,CHEFS CHOICE BIHON WHITE 17/700G,PACK,3,32.15336,96.46008
121607,,LIWANAG CANDLE FILLER WHITE 5D 24s,PCS,-1,72.09821,-72.09821
121617,,PILOT SUPER GEL .05 BL SG 5 BLACK,PCS,-,19.09083333,-
121627,,ARTLINE OHP MARKER EK853F PEN BLUE,PCS,1,34.28571,34.28571
121628,,ARTLINE OHP MARKER EK853F PEN BLACK,PCS,1,29.09,29.09
121630,,CELL 5X8 02 EXCELLENT BRAND,PACK,32,30.02143,960.68576
121633,,AD RITE TW RIBBON BLACK/RED UW,PCS,-,14.50875,-
121650,,GOLD MEDAL GLU 288/40G,PCS,-1,12.02679,-12.02679
121662,,PILOT BALLPEN BPGP 10R F BLUE 12s,PCS,-,21.81806,-
121676,,341 3 SUNNY FOOD KEEPER W/COVER,PCS,5,74.69643,373.48215
121682,,PH 01BLK PARADE HANGER SINGLE BLACK,PCS,46,12.13396,558.16216
121684,,BABY LOVE WIPES PACK ORANGE 144/12s,PACK,116,19.91071,"2,309.64"
121685,,GREAT LOVE WET WIPES POWDER BLUE 144/12s,PACK,432,17.91964,"7,741.28"
121688,,GREAT LOVE WET WIPES MINT GREEN 12s,PACK,1,19.91076,19.91076
121692,,GREAT LOVE FACIAL WIPES PINK 25s,PACK,46,38.70536,"1,780.45"
121693,,BABY LOVE WIPES TOP 12/80s,PACK,192,76.32973,"14,655.31"
121703,,G T No 120 HANDY CUTTER SMALL,PCS,1,6.69667,6.69667
121704,,G T No 130 HANDY CUTTER MED,PCS,4,13.83875,55.355
121709,,CLASSIC PETALS WRITING PAD GR 1 100/80L,PAD,-6,4.01813,-24.10878
121714,,BANANA CHIPS HONEY DIPPED 75/40G,PACK,-3,10.1875,-30.5625
121716,,MODESS UT REG COT SOFT WING 10s,PACK,46,63.66741,"2,928.70"
121739,,SUNFLOWER STRAWBERRY SANDWICH 36/10/27G,PACK,15,37.96875,569.53125
121740,,SUNFLOWER STRAWBERRY SANDWICH 42/190G,PACK,29,26.11777,757.41533
121752,,SUNFLOWER CHEESE SANDWICH 42/170G,PACK,51,23.92815,"1,220.34"
121753,,SUNFLOWER CRACKER REAL CHEESE 36x10s,PACK,100,27.02034,"2,702.03"
121755,,SUNFLOWER PIZZA 42/170G,PACK,36,23.92815,861.4134
121756,,SUNFLOWER CHICKEN FLAVOR 42/170G,PACK,38,23.92815,909.2697
121757,,SUNFLOWER CHICKEN FLAVOR 36x10s,PACK,25,34.38566,859.6415
121760,,SUNFLOWER ORANGE SANDWICH 42/190G,PACK,56,26.11777,"1,462.60"
121761,,SUNFLOWER LEMON SANDWICH 42/190G,PACK,50,26.11777,"1,305.89"
121762,,CROLEY BUTTER CRM CRACKER 20/10/25G,PACK,8,37.17054,297.36432
121764,,SUNFLOWER ORIGINAL PLAIN FLAVOR 36/10s,PACK,12,34.38566,412.62792
121765,,SUNFLOWER ONION AND GARLIC 42/170G,PACK,36,23.92815,861.4134
121767,,SUNFLOWER MANGO SANDWICH 42/190G,PACK,45,26.11777,"1,175.30"
121768,,SUNFLOWER MANGO SANDWICH 36/10/27G,PACK,20,37.96875,759.375
121769,,SUNFLOWER ORIGINAL PLAIN FLAVOR 42/160G,PACK,35,23.92815,837.48525
121796,,NISSIN RAMEN CHICKEN 72/55G,PCS,298,7.22836,"2,154.05"
121804,,AXION DISH LIQUID LIME/KALAMANSI 12x500ML,BOT,30,79.31845,"2,379.55"
121805,,AXION PASTE LEMON 24x350G,PCS,73,42.39025,"3,094.49"
121810,,PONDS CLEAR SOL AB FACIAL SCRUB 12/12/10G,PCS,957,10.85138,"10,384.77"
121831,,MC VANILLA EXTRACT IMITATION 24/20ML,PCS,1,27.11233,27.11233
121848,,DEL FABRIC SOFTENER BLUE 480/22ML,PCS,"1,254.00",2.83423,"3,554.12"
121849,,LKK CHILI GARLIC SAUCE 12/13oz,BOT,6,103.61607,621.69642
121850,,LKK FINE SHRIMP SAUCE 12/8oz,BOT,11,130.68676,"1,437.55"
121852,,LKK HOISIN SAUCE 12/397G 14oz,BOT,28,100.96503,"2,827.02"
121855,,SAN REMO INSTANT SPAGHETTI 3 500G,PACK,3,51.52679,154.58037
121856,,LKK CHILI GARLIC SAUCE 12/3.2oz,BOT,25,51.64658,"1,291.16"
121900,,BABY LOVE WIPES PACK 12/80s,PACK,165,67.37321,"11,116.58"
121902,,SUNNY FARM CRACKED WHEAT 500G,PACK,13,54.64286,710.35718
121904,,SUNNY FARM IMPORTED COCOA 100G,PACK,18,54.64286,983.57148
121905,,SUNNY FARM IMPORTED COCOA 250G,PACK,16,134.19643,"2,147.14"
121906,,SUNNY FARM IMPORTED COCOA 500G,PACK,17,265.17857,"4,508.04"
121911,,SUNNY FARM WHOLE WHEAT FLOUR 500G,PACK,20,52.23214,"1,044.64"
121912,,SUNNY FARM WHOLE WHEAT FLOUR 1000G,PACK,5,111.60714,558.0357
121913,,SUNNY FARM BREAD CRUMBS 175G,PACK,2,26.51786,53.03572
121914,,SUNNY FARM NATURE BREAD CRUMBS 430G,PACK,2,64.28571,128.57142
121915,,CACTUS PPC PAPER 8 1/4 x 11 3/4 A4,REAM,19,121.38393,"2,306.29"
121919,,FWJ L FILE FOLDER WTH TRANS JACKET LONG,PCS,1,10.82143,10.82143
121921,,FWJ S FILE FOLDER WITH TRANS JACKET SHORT,PCS,85,9.5625,812.8125
121922,,JIRALF OKRA SEEDS,PACK,6,5.35716,32.14296
121926,,66250030 SQUARE FOOD CONTAINER,PCS,1,53.57,53.57
121929,,KEN RAFF SUGBU OTAP 200G,PACK,1,33.48214,33.48214
121950,,TAY SENG PEANUT ROLL 100G,PACK,6,35.875,215.25
121968,,GODY CANDLE E 3 WHITE 20s,PACK,96,26.78573,"2,571.43"
121969,,GODY CANDLE E 3 YELLOW 20s,PACK,72,15,"1,080.00"
121970,,GODY CANDLE E 12 YELLOW 2s,PACK,3,22.5,67.5
121971,,GODY CANDLE E 12 WHITE 2s,PACK,36,44.6429,"1,607.14"
121976,,BAY O PET TICK AND FLEA POWDER 48/60G,PCS,32,45.77679,"1,464.86"
121978,,PH CARE COOL WIND 7x2/250ML Sv50,PACK,3,201.88143,605.64429
121990,,BAY O PET TICK AND FLEA SOAP 100/90G,PCS,60,56.66063,"3,399.64"
121997,,TRIPLE A BAKING POWDER 10KL PAIL,250G,274,10.49107,"2,874.55"
122000,,ISLAND PLASTIC CATSUP CONTAINER,PCS,118,11.25,"1,327.50"
122021,,YSA BOTANICA PAPAYA SOAP 100x135G,PCS,97,35.32813,"3,426.83"
122022,,YSA BOTANICA PAPAYA SOAP 100x65G,PCS,100,19.62348,"1,962.35"
122027,,YSA REJUVENATING SOAP 100/90G,PCS,-10,61.82143,-618.2143
122030,,AFICIONADO F10 ENERGIZE BY HUGO 12x10ML,PCS,5,51.52667,257.63335
122031,,AFICIONADO F56 RALPH BY RALPH LAUREN 12x10ML,PCS,9,51.52667,463.74003
122040,,HAKATA SARDINES TS RED 48/425G,CAN,75,33.25893,"2,494.42"
122041,,HAKATA SARDINES TS GREEN 48/425G,CAN,1,33.08036,33.08036
122042,,UNI PAK SARDINES TS GREEN 48/425G,CAN,1,33.08036,33.08036
122043,,SALLENAS SARDINES TS GREEN 48/425G,CAN,-2,33.08036,-66.16072
122054,,EQUAL SWEETENER SACHET 24x12/1G,BOX,7,30.17002,211.19014
122062,,BANZAI PEST CATCH SHEET,PCS,85,18.03375,"1,532.87"
122078,,BIMOLI COOKING OIL 6/2L,BOT,5,144.23512,721.1756
122079,,HERSHEYS KISSES CREAMY MILK CHOCO 180G,PACK,1,144.48214,144.48214
